1.978428827271779866e+01,-3.252967539164939859e-01,5.799399130103063627e+00,1.471540009076208744e+00,8.030390007317212309e+00
3.873226890549270252e+01,-2.145748972758562412e-01,6.105250017176934385e+00,1.572232627325627741e+00,8.190867502595454042e+00
3.209588536844209727e+01,-2.635178453129130571e-01,6.173236497879771356e+00,1.588399658111605994e+00,8.386122209634848446e+00
4.888197074085179850e+01,-2.858871505362312604e-01,6.098062329936090542e+00,1.554434814123220043e+00,8.318048381160597415e+00
8.521041150237039785e-01,-1.807814379854311149e-01,5.793924270169144464e+00,2.829085611659744259e+00,9.524708457166610742e+00
6.280951778288599741e+01,-3.327343999659820861e-01,6.082784678346921936e+00,1.543443995408912972e+00,8.386476457593678546e+00
0.000000000000000000e+00,-4.343061739899223284e-01,6.271158664218880574e+00,1.862018146895194626e+00,8.660420956220720612e+00
1.600327564268339842e+01,2.177025276037941603e-03,6.835369764132263271e+00,1.556035531337073952e+00,8.352545745141027211e+00
1.806280550932909890e+01,-2.504468427522860696e-01,5.872646150821239530e+00,1.296266107803956125e+00,8.072348836311443065e+00
9.887387082711279973e+00,1.067117438477504787e-01,7.385835011903417957e+00,1.542952848801772525e+00,8.598516358492773293e+00
6.883656780821330035e-01,-6.104413248989876140e-01,4.584522067131727496e+00,1.050020733911650739e+00,7.178081425009168903e+00
2.866039433652689894e+01,-3.112644857672904886e-01,5.953268272385503046e+00,1.561066603446752632e+00,8.249105682803822504e+00
4.397253214956840139e+01,2.945238484284669334e-02,6.011986448326737786e+00,1.313154974785397000e+00,9.380901206324191222e+00
5.235319726717639810e+01,-3.106879825811310614e-01,6.085199226174495379e+00,1.574854788063024813e+00,8.226170230826641117e+00
1.019685820132849940e+01,-3.814523220417436189e-01,5.190036602830055301e+00,1.202144073355833731e+00,7.668755773597835557e+00
1.103174894151040064e+01,-4.289179915691767597e-01,6.197797551068222610e+00,1.725376855618205196e+00,9.105100222947458022e+00
2.139276913715200124e+01,-2.445228098905737890e-01,5.875392149746784476e+00,1.421698822456841871e+00,8.202032888674549937e+00
7.026093123535850360e+00,-2.848191086399512462e-01,4.547903966395180575e+00,1.881393849518710137e+00,5.748631271332342862e+00
3.190820570312880022e-01,-7.512888113730469275e-01,5.456794819587168277e+00,1.181401063777332006e+00,7.106912998996302022e+00
1.895522952335650047e+01,-2.809122010199348041e-01,5.695952893236962744e+00,1.456568125247203582e+00,8.296044642407890635e+00
1.680510296243329904e+01,-2.028654003683989515e-01,6.746973264004607174e+00,1.343033198013091623e+00,8.807194524283783466e+00
2.723447844492720149e-01,-9.342536800659082541e-01,7.624255429814992269e+00,1.634752716544361828e+00,8.921946939917663855e+00
2.551184701040000036e+01,-2.901997439719689598e-01,5.953388494518392804e+00,1.509804477894565622e+00,8.185620111853594949e+00
6.438509974781599920e-01,-1.135081852331785823e+00,5.909924437048506007e+00,1.440393259801596493e+00,9.856194675114036130e+00
3.557047706994480030e-01,-5.920497730847976703e-01,6.583315625468179277e+00,1.455101918250245374e+00,8.719514918547682569e+00
