1.081149654035999941e+00,-2.114210669558641342e+00,-7.577464221432617109e-02,-2.960031120213288958e-01,4.470934793562618914e+00
5.746285793074559933e+01,-4.013652612725919777e-01,6.062801974428481344e+00,1.525967193529872645e+00,8.492105138299780975e+00
1.529957929923360105e-01,-3.016638963874568979e+00,-1.318071450470123418e+00,-9.387136794700585707e-01,3.789354720673026033e+00
3.040143875321770039e+01,-2.944338817791456453e-01,5.969548365982517701e+00,1.610689217142564855e+00,8.238896797726720678e+00
3.299777418530859929e+00,-4.848141803154386031e-01,7.363332753379044249e+00,-3.572241155533174783e+00,2.999525514797558579e+00
5.863464235377160350e+01,-2.738193299469922626e-01,6.093484323660548263e+00,1.590220515739172225e+00,8.347286382261486892e+00
9.283822516250630486e-01,1.832209525182544985e+00,3.586057829202307534e+00,-2.683757320613460617e+00,3.476762292689074219e+00
1.734465250125629865e+01,-1.201183391148612722e+00,2.805162025945618698e+00,1.613285290099244929e+00,7.422181488480603662e+00
0.000000000000000000e+00,-4.935262824060321352e-01,9.585413994146172456e-01,-4.478242945480069181e+00,4.668578123407310265e+00
1.264365802730880084e+01,-1.147364380213046653e+00,3.041829070643879529e+00,1.602023162983001070e+00,7.517410486732197583e+00
2.029390185729300078e-01,-2.987320190383221608e+00,-5.412471444308857293e+00,-2.333351829256279153e+00,1.131396023472933665e-01
1.386608421408420000e+01,-1.182124295745412113e+00,2.896008023707267398e+00,1.607127269575012063e+00,7.465264294716924098e+00
3.206213455772000120e+00,-2.526939692634533330e+00,6.911186539815133756e+00,3.795009901732747881e+00,-2.053097171209733673e+00
5.279676219546280080e+00,-1.790595927352370831e+00,5.684298767976931011e+00,2.322581211638212739e+00,4.409305353093322388e+00
9.373698592425170339e-01,-1.090075291558759263e+00,-1.245208778378438519e-02,-8.655370456847644167e-01,4.260973051775769349e+00
3.091578975620190128e+00,3.593031568094638750e+00,4.916763892299990779e+00,-5.849314553047406662e-01,-6.384318176802977973e+00
4.395961419892490341e+00,1.054428813774286100e+00,-3.085246785603490416e+00,-4.134032040232797911e+00,4.317442671214348771e+00
5.201169203822080256e-01,-4.001364241458145732e-01,-1.914381830673905549e+00,3.212736704699966861e+00,-4.731886947979947244e+00
0.000000000000000000e+00,-2.453494291336431488e+00,2.971351063431972861e+00,-2.827351730328794277e-01,2.071281728249268816e+00
3.784953113117249801e-01,2.508825604439364199e-01,-9.880323839386168094e-01,-2.044016383041988294e-01,7.114865639773586992e+00
6.605716997125620216e-01,-1.091047159702580815e+00,-2.955380742143787209e-01,3.662482874607436933e+00,3.490181387707496530e+00
2.964376111383750234e-01,2.334147521382146095e+00,-3.801914750965829093e-02,1.255870626183266836e+00,5.847125344082481746e+00
1.114781017042389966e+00,2.778734717949925548e-01,-1.164565045500023377e+00,-9.203113022005808830e-01,-2.262846042445823547e-02
2.068187863427849993e-01,3.374130668508409148e+00,6.878390189619643103e+00,2.055984798708349715e+00,1.657172617006605231e+00
1.197318996303200045e+00,3.950046731821565515e+00,2.665398352376238678e-01,2.884405423046456640e+00,2.469142310096916759e+00
