8.430031441350289700e-01,-6.013286838705600434e-01,4.832743043253348247e+00,1.180968720335638267e+00,7.404765333494002455e+00
4.272166860682479950e+01,-2.084243335033888755e-01,6.106875342171871779e+00,1.573178613882422416e+00,8.181155057138461473e+00
1.117512857519949998e+00,-7.210931781755978154e-01,4.978980034240035657e+00,1.184732796253924469e+00,7.694753993558224536e+00
5.881209976270619677e+01,-2.881560883954162322e-01,6.083640116592736291e+00,1.560619595503414558e+00,8.312561230399936107e+00
8.993287010515670366e-01,-2.095649120440793434e-01,5.913458467811066654e+00,2.331079910637901875e+00,9.025645383801276012e+00
4.736968205468860305e+01,-3.544266653085930141e-01,6.077171232506876741e+00,1.540266508761717335e+00,8.424886378255960651e+00
1.783563766336749978e+01,-1.489605418132173009e-01,5.933358049843147519e+00,1.292016224585642359e+00,8.011293449478674944e+00
3.139935801251159830e+01,-2.490347729490475781e-01,5.964008677313453077e+00,1.568441296160184795e+00,8.131379204508935032e+00
4.072234373568650034e-01,-3.071035645474929909e-01,4.166135314792033029e+00,-7.123488346450714825e-01,6.836503434114709954e+00
9.568308719463379575e+00,1.126870627337968195e-01,7.420074659621820778e+00,1.541642522403995130e+00,8.614758234470476950e+00
1.772780409989090034e+00,-1.071755870627133067e+00,2.612514725660155523e+00,3.821626363121313208e-01,5.767726901074072821e+00
2.072118877852440022e+01,-3.792411817651967221e-01,5.713003719576254191e+00,1.563768940108928307e+00,8.185226044767262010e+00
2.870802665128179854e+01,-3.296958634271226485e-01,6.147085005671415914e+00,1.677362871945436984e+00,7.686478365548955693e+00
0.000000000000000000e+00,-5.048046453645230747e-01,6.032719343742095397e+00,1.666187508069846723e+00,7.770584388599996117e+00
0.000000000000000000e+00,-5.428212777614874751e-01,3.886255061944140721e+00,6.846825787619661430e-01,6.782602740453982371e+00
5.284338699269469863e+00,2.712932131132331781e-01,5.980693909880921311e+00,1.332694003787326276e+00,6.434288940362700160e+00
8.148447547000190028e+00,-5.172082083849849354e-02,4.563299085456502979e+00,6.066398141081348339e-01,7.628093809245164003e+00
3.395356322007339944e+00,-3.047593767940898757e-01,3.089535920308465133e+00,2.183432612672607132e+00,3.371233901028872992e+00
2.483323927227850114e-01,-1.251662539440621336e+00,4.740084174786971971e+00,7.580151047451499924e-01,5.678417596137276036e+00
1.125804502310339927e+01,-2.274717597662876678e-01,4.918011812494240687e+00,1.262219517273782676e+00,8.175098997653327260e+00
2.212712363737700016e+01,-3.452133554191694209e-01,5.676489809208968396e+00,1.693710893704379883e+00,8.013601888566537212e+00
2.972070006008830090e-01,-9.571189175410558247e-01,7.665503001035457231e+00,1.636944394730722951e+00,8.949785173495790502e+00
8.225302172699109349e+00,-2.426856384231958486e-01,5.133272677876177248e+00,1.227633115079081794e+00,7.275327490980005862e+00
6.943650280174159528e-01,-1.358310463997595141e+00,5.862034313623205151e+00,1.409305819207873345e+00,1.026174485680401283e+01
1.776855230786659945e+01,2.782865239736945773e-01,5.391089274400465925e+00,1.728000789286355809e+00,7.519115696955889661e+00
